"","X.1","X","Y","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","cluster","hclust","Cluster_final"
"12882",12882,5.51705556602266,21.9763603784302,7454001120,"12/12/2014",285950,2,1,710,7120,1,0,0,5,6,710,0,1942,0,98146,47.5122,-122.374,1100,7020,1,1,"low"
"12883",12883,3.50828274992341,-10.7119044988142,5561100180,"11/7/2014",645000,5,2.25,3340,52476,2,0,0,4,8,3340,0,1975,0,98027,47.4553,-121.987,2460,48351,3,5,"low"
"12884",12884,14.2631921713282,12.0632561420531,8658303080,"12/23/2014",312000,2,1,1160,7500,1.5,0,0,4,7,1160,0,1916,0,98014,47.6499,-121.916,1110,7500,1,9,"low"
"12885",12885,2.19776498454628,-3.61804510570871,6795100589,"10/10/2014",663000,3,2.25,2840,59677,1,0,0,3,7,1580,1260,1967,0,98075,47.5828,-122.044,2220,31688,1,3,"med"
"12886",12886,-28.4290219283481,6.70171812798205,3345100184,"10/20/2014",443950,3,1.75,2000,36000,1,0,0,3,6,2000,0,1946,1995,98056,47.5217,-122.182,2100,9681,2,2,"top"
"12887",12887,2.49334215137747,20.7271124385991,9284801165,"5/30/2014",315000,3,2,1060,5750,1,0,0,3,7,1060,0,1981,0,98126,47.5523,-122.372,1080,5750,1,1,"low"
"12888",12888,16.6375101238607,8.69143986508108,7229100180,"3/23/2015",302200,4,1.5,1730,10396,1,0,0,3,7,1730,0,1964,0,98058,47.4497,-122.168,1510,10396,2,9,"low"
"12889",12889,-7.85134736114808,-26.8854737525126,9808630120,"1/8/2015",770000,3,2.5,2190,2658,2,0,3,4,9,2190,0,1979,0,98033,47.6528,-122.203,2315,2538,3,8,"top"
"12890",12890,14.5785290086138,-1.8934027727713,2473411210,"1/22/2015",374950,4,1.75,1660,8160,1,0,0,3,8,1660,0,1974,0,98058,47.4483,-122.129,1800,7684,2,9,"low"
"12891",12891,15.0392733251322,-21.5824026196635,8029500180,"6/11/2014",330000,3,2.5,2210,7557,2,0,0,3,9,2210,0,1989,0,98023,47.3079,-122.393,2440,8641,3,5,"low"
"12892",12892,4.49978384439792,18.5133284833052,3438503014,"10/20/2014",230000,2,1,870,7020,1,0,0,4,6,570,300,1942,0,98106,47.5404,-122.352,1730,7020,1,1,"low"
"12893",12893,-14.1979563455575,-7.94089549765246,5100403882,"4/27/2015",967000,4,2.5,3100,7250,2,0,0,3,9,3100,0,2010,0,98115,47.6961,-122.316,1240,6670,3,7,"med"
"12894",12894,-16.3668453514173,-9.72955260108044,6909200401,"9/8/2014",536500,4,2.5,1720,3515,2,0,2,3,8,1470,250,2000,0,98144,47.591,-122.293,1140,2208,3,7,"med"
"12895",12895,-14.9218125433987,-3.11061798239834,2113700360,"6/27/2014",315000,6,4,3120,4240,2,0,2,4,7,2090,1030,1993,0,98106,47.5305,-122.353,1460,4240,3,7,"med"
"12896",12896,-4.17048798106306,20.7921886189722,2028701075,"7/16/2014",626000,3,1,1040,4240,1,0,0,4,7,860,180,1924,0,98117,47.6768,-122.367,1170,4240,1,1,"low"
"12897",12897,6.26730540253748,4.83447419406494,3755200220,"7/18/2014",334009,4,2,1650,9305,1,0,0,4,6,1650,0,1960,0,98034,47.7183,-122.213,1860,7486,2,3,"med"
"12898",12898,-0.401831631741674,18.0941834157095,2767800065,"1/29/2015",429000,2,1,1010,5000,1,0,0,2,7,1010,0,1924,0,98107,47.6715,-122.365,1410,5000,1,1,"low"
"12899",12899,-7.00563601217827,-16.5265547687528,1136100087,"2/5/2015",818000,4,2.5,4020,44431,2,0,0,3,10,4020,0,1987,0,98072,47.7467,-122.132,3440,52900,3,8,"top"
"12900",12900,10.3057889237897,-16.0461607787418,3422059257,"8/28/2014",326000,5,2.75,2166,6342,2,0,0,3,8,2166,0,2013,0,98042,47.3461,-122.152,2474,5948,3,5,"low"
"12901",12901,-1.57990436342308,7.08713015887237,3438502083,"6/12/2014",310000,5,3,1880,5000,1,0,0,3,7,1100,780,1997,0,98106,47.5453,-122.363,1640,5000,3,6,"med"
"12902",12902,-1.56217906251844,11.8928032664218,930000234,"4/21/2015",525000,4,2,2260,7680,1,0,0,4,7,1130,1130,1947,0,98177,47.7193,-122.361,1800,7680,1,1,"low"
"12903",12903,13.7211601042361,-3.64567598202534,2475200330,"4/3/2015",350000,3,2.25,2010,4400,1.5,0,0,3,7,2010,0,1986,0,98055,47.4735,-122.189,1720,4187,3,9,"low"
"12904",12904,-0.933395839876802,-24.9172899040559,6352600650,"4/2/2015",936000,4,2.5,3330,8897,2,0,0,3,10,3330,0,2001,0,98074,47.6484,-122.08,3150,7515,3,4,"med"
"12905",12905,-7.73714032913547,8.94110601225076,4415600040,"11/29/2014",226000,3,1,1520,7200,1,0,0,3,7,1030,490,1954,0,98166,47.4527,-122.352,1530,7201,1,6,"med"
"12906",12906,-15.1166295104556,-11.9595018590958,7974700150,"5/1/2015",1250000,5,3.5,3510,4798,2,0,0,3,10,2700,810,2008,0,98105,47.669,-122.282,1460,1684,3,7,"med"
"12907",12907,23.7556986235758,6.78324583011278,820079043,"8/19/2014",428000,3,1.75,1580,507038,1,0,2,4,7,1580,0,1985,0,98022,47.2303,-121.936,2040,210394,2,9,"low"
"12908",12908,-5.75959446356183,14.322636595758,8910500150,"5/29/2014",329932,3,1.5,1460,5040,1,0,0,3,7,1100,360,1971,0,98133,47.7112,-122.357,2330,7560,1,1,"low"
"12909",12909,-5.88568498433313,14.4532839220938,8910500150,"1/20/2015",539000,3,1.5,1460,5040,1,0,0,3,7,1100,360,1971,0,98133,47.7112,-122.357,2330,7560,1,1,"low"
"12910",12910,19.945682167652,1.32392991653836,1938400410,"3/10/2015",275000,3,1.75,1650,7700,1,0,0,4,8,1650,0,1977,0,98023,47.3155,-122.365,2020,7700,2,9,"low"
"12911",12911,5.04460182951075,-28.465373329178,7338200180,"9/10/2014",590000,4,2.5,2660,35010,2,0,2,3,9,2660,0,1993,0,98045,47.4816,-121.714,2330,35448,3,4,"med"
"12912",12912,-5.40502451641041,-16.6378801395758,3636800180,"1/23/2015",782000,4,2.5,3510,24604,2,0,0,3,10,3510,0,1997,0,98053,47.6772,-122.056,3530,26673,3,8,"top"
"12913",12913,3.89977947534481,-20.9486539468418,9545240180,"6/16/2014",575000,4,2.5,2120,9603,2,0,0,3,8,2120,0,1985,0,98027,47.5348,-122.053,1990,9611,3,4,"med"
"12914",12914,-15.8360874556271,-6.79864849477757,3293700482,"1/14/2015",509000,3,2.25,1780,9315,2,0,0,3,7,1780,0,1996,0,98133,47.7484,-122.353,1780,8545,3,7,"med"
"12915",12915,25.1300944527774,0.684971702616168,7968000120,"5/9/2014",290000,4,2.5,2000,13300,1,0,0,4,7,1200,800,1968,0,98001,47.353,-122.294,1800,9810,2,9,"low"
"12916",12916,-3.12428412115909,17.4408528952779,7655900062,"7/28/2014",305240,3,1,1300,9000,1,0,0,3,7,1300,0,1956,0,98133,47.7352,-122.337,1500,9600,1,1,"low"
"12917",12917,-14.7597840635651,17.256565765549,4321200970,"6/10/2014",555000,3,2,2180,4976,1.5,0,2,4,8,1680,500,1930,0,98126,47.573,-122.38,1850,5000,1,6,"med"
"12918",12918,21.51852080505,-5.5915034816609,8645540040,"7/25/2014",317000,3,2,1790,8228,1,0,0,3,7,1390,400,1980,0,98058,47.4658,-122.172,1880,8228,2,9,"low"
"12919",12919,0.883332179717779,-4.04388833157445,7504200120,"6/13/2014",430000,3,2,1910,5040,1.5,0,0,3,8,1910,0,1971,0,98074,47.6312,-122.061,1980,4275,3,3,"med"
"12920",12920,-14.5266850533338,14.0268823267439,3867400175,"2/24/2015",850000,2,1.5,1800,4144,1,0,4,4,7,900,900,1962,0,98116,47.5934,-122.39,2090,4173,1,6,"med"
"12921",12921,-3.85639948451805,10.6120212156751,4022906222,"11/26/2014",469000,3,2.25,2620,10659,1,0,0,3,7,1660,960,1976,0,98155,47.7643,-122.273,1820,12071,1,6,"med"
"12922",12922,-26.4135280616619,11.6607014369181,7346600092,"7/30/2014",327200,2,2,1440,8425,1,0,0,4,6,1440,0,1942,1983,98168,47.4831,-122.296,1430,12037,1,2,"top"
"12923",12923,-18.0293740769085,5.03281395870338,3222049044,"6/12/2014",835000,3,3,2790,12523,2,1,4,4,8,1600,1190,1977,0,98198,47.3571,-122.324,2990,11476,3,2,"top"
"12924",12924,9.12211762812415,-14.1261647727139,1843100580,"9/3/2014",360000,4,2.5,2340,13445,2,0,0,3,8,2340,0,1990,0,98042,47.374,-122.125,2340,11188,3,5,"low"
"12925",12925,-17.2569697228477,-2.04626881043558,393000142,"12/11/2014",372000,4,2.5,2070,8658,2,0,0,3,8,2070,0,1999,0,98178,47.5072,-122.257,2010,7215,3,7,"med"
"12926",12926,7.39450746469885,6.09710112792832,3288200360,"3/26/2015",453000,3,1,2160,11484,1.5,0,0,4,7,2160,0,1968,0,98034,47.7277,-122.185,2270,10080,2,3,"med"
"12927",12927,8.91958771860858,17.6593100767176,5379800040,"8/13/2014",275000,2,1.75,2090,11317,1,0,0,5,7,1090,1000,1931,0,98188,47.4594,-122.279,1940,11317,1,1,"low"
"12928",12928,-10.0906077558246,17.7778331903411,6843600040,"7/2/2014",475000,4,2.5,2040,7260,2,0,0,4,7,2040,0,1963,0,98133,47.7399,-122.332,2040,7360,1,1,"low"
"12929",12929,15.8479671673049,-1.99142463982561,1091500120,"2/13/2015",310000,4,2.75,1950,9720,1,0,0,3,7,1400,550,1986,0,98031,47.3969,-122.205,2300,10530,2,9,"low"
"12930",12930,8.75323128330688,17.5529539629505,7148200040,"2/10/2015",173000,4,2,1200,8460,1,0,0,5,7,1200,0,1957,0,98188,47.4413,-122.277,1350,8623,1,1,"low"
"12931",12931,13.8635943250589,-4.01183401786083,1623089025,"4/3/2015",313500,5,3,2240,94960,1,0,0,3,6,2240,0,1985,0,98045,47.481,-121.788,1780,43400,2,9,"low"
"12932",12932,-17.9696989435795,-4.89805801443121,3278600760,"7/29/2014",345000,3,2.5,1360,1489,2,0,0,3,8,1360,0,2007,0,98126,47.549,-122.372,1360,1688,3,7,"med"
"12933",12933,-2.73436257063522,11.266961440754,1226039054,"3/16/2015",436000,3,1.5,1500,10200,1,0,0,3,8,1300,200,1955,0,98177,47.7598,-122.359,1950,9500,1,6,"med"
"12934",12934,4.54261038206215,13.1533953542483,798000145,"9/24/2014",244500,2,1.75,1300,14500,1,0,0,3,6,650,650,1939,0,98168,47.4989,-122.329,1370,12986,1,1,"low"
"12935",12935,23.8339340599973,1.89994097015102,7905400040,"7/11/2014",206000,3,1.75,1140,9800,1,0,0,4,7,1140,0,1968,0,98001,47.3063,-122.27,1370,9800,2,9,"low"
"12936",12936,-4.93153926856303,-16.5541258795746,3825310720,"4/21/2015",890000,4,2.5,2930,9158,2,0,0,3,9,2930,0,2005,0,98052,47.7065,-122.13,3590,8065,3,8,"top"
"12937",12937,13.4064548053898,-15.7510192532701,4137000540,"1/22/2015",329950,4,2.25,2140,8874,2,0,0,3,8,2140,0,1986,0,98092,47.2654,-122.217,2140,8789,3,5,"low"
"12938",12938,16.5663707414057,-5.2776886222363,120059044,"2/17/2015",250000,3,1.75,1628,286355,1,0,0,3,7,1628,0,1996,0,98092,47.2558,-122.122,1490,216344,2,9,"low"
"12939",12939,18.3632216194366,-5.07199328155231,420069021,"10/27/2014",246000,3,2,1990,203861,1,0,0,3,7,1990,0,1949,0,98022,47.2507,-122.039,2760,217800,2,9,"low"
"12940",12940,1.62385211660933,4.87069922010181,622100092,"7/16/2014",440000,3,1.75,1950,19747,1,0,0,3,7,1150,800,1979,0,98072,47.7685,-122.162,2560,9674,1,3,"med"
"12941",12941,2.38355686245739,3.15702038960798,3876312620,"9/24/2014",395000,4,1.75,1910,8117,1,0,0,3,7,1460,450,1975,0,98072,47.7344,-122.173,1810,8100,1,3,"med"
"12942",12942,3.13525959734009,19.0203007957752,3331001165,"9/26/2014",305000,3,1,820,5150,1,0,0,5,6,820,0,1918,0,98118,47.5514,-122.284,1100,5150,1,1,"low"
"12943",12943,19.7797621580801,-1.70087427228025,2019200220,"9/23/2014",160000,3,2.25,1470,8682,1,0,0,3,7,1160,310,1985,0,98003,47.2729,-122.299,1670,8359,2,9,"low"
"12944",12944,20.099285811287,-1.7390460464699,2019200220,"2/26/2015",269000,3,2.25,1470,8682,1,0,0,3,7,1160,310,1985,0,98003,47.2729,-122.299,1670,8359,2,9,"low"
"12945",12945,23.941295052506,0.693293251205232,7956200220,"8/11/2014",169500,3,1,1060,10023,1,0,0,3,6,1060,0,1962,0,98023,47.2869,-122.36,1060,10023,2,9,"low"
"12946",12946,-14.6349027249197,-8.88231969275454,6632900452,"12/5/2014",690500,4,2.75,3130,8920,2,0,0,3,8,3130,0,2014,0,98155,47.7397,-122.316,1450,9183,3,7,"med"
"12947",12947,-4.04269680120885,15.7444741179904,8165100035,"12/3/2014",245560,2,1.5,1260,9693,1,0,0,3,7,1260,0,1957,0,98177,47.7775,-122.365,1800,9693,1,1,"low"
"12948",12948,15.1426551850761,-21.5290478116265,9264930970,"3/11/2015",345000,4,2.75,2200,13498,2,0,0,3,8,2200,0,1987,0,98023,47.3148,-122.35,2190,11850,3,5,"low"
"12949",12949,12.6877533265601,2.90020263937321,3344500085,"10/15/2014",383000,4,1.75,2580,19607,1,0,2,4,8,1290,1290,1958,0,98056,47.5067,-122.197,1970,9569,2,9,"low"
"12950",12950,-18.3266894838376,-4.91973909184471,3320000222,"8/27/2014",388500,3,2.25,1350,944,2,0,0,3,8,1050,300,2007,0,98144,47.5997,-122.312,1350,1245,3,7,"med"
"12951",12951,20.3452470416305,-1.38194736326747,3375300210,"9/18/2014",250000,3,1.75,1350,8548,1,0,0,3,7,1350,0,1985,0,98003,47.3179,-122.33,1660,8538,2,9,"low"
"12952",12952,11.5429452270407,-4.0602607731293,5469500580,"2/3/2015",455500,3,1.75,2290,19000,1,0,0,4,9,1650,640,1973,0,98042,47.3837,-122.158,2900,13034,2,3,"med"
"12953",12953,5.72306227897661,-1.7343431904508,8146100610,"12/1/2014",672000,3,1,1220,8573,1,0,0,4,7,1220,0,1954,0,98004,47.6088,-122.193,1390,8573,2,3,"med"
"12954",12954,12.9624371773478,-5.99430542086877,3223059123,"6/30/2014",550000,4,1.5,2750,128502,1,0,0,2,7,1500,1250,1958,0,98055,47.4345,-122.198,1470,11514,2,9,"low"
"12955",12955,8.81758739271487,4.15930253528703,2325059101,"5/6/2015",487000,3,1.75,1430,12632,1,0,0,3,7,1430,0,1959,0,98008,47.6371,-122.123,1750,10350,2,3,"med"
"12956",12956,7.943608438287,-22.6600032446457,9475710040,"8/20/2014",291375,4,2.5,2220,6233,2,0,0,3,7,2220,0,2001,0,98059,47.4887,-122.15,2220,5352,3,4,"med"
"12957",12957,0.396828243362255,21.1928950825568,9310300175,"3/4/2015",225000,3,1,1490,15850,1,0,0,3,7,1490,0,1946,0,98133,47.7411,-122.347,1950,13228,1,1,"low"
"12958",12958,2.66503430749436,-18.1282587095175,8099900040,"11/11/2014",519950,5,3.5,2440,10200,2,0,0,4,7,2440,0,1974,0,98075,47.5814,-122.003,2000,10568,3,4,"med"
"12959",12959,13.5535326871225,-11.6404412727754,3224800120,"8/26/2014",250000,3,2.5,2070,8400,2,0,0,4,8,2070,0,1990,0,98002,47.3099,-122.206,2070,9239,3,5,"low"
"12960",12960,-7.20858764619377,23.8161841099281,4232903265,"9/18/2014",614950,3,1,1500,2400,1.5,0,0,5,7,1500,0,1900,0,98119,47.6333,-122.362,1780,3600,1,1,"low"
"12961",12961,0.79274395380976,-18.8523721144777,8861500065,"1/14/2015",599500,4,2.25,2020,10260,2,0,0,4,7,2020,0,1984,0,98052,47.6801,-122.114,2020,10311,3,4,"med"
"12962",12962,-15.8863967259494,12.2035387643946,3585300365,"9/24/2014",625000,4,1.5,2190,13660,1,0,3,3,8,2190,0,1952,0,98177,47.7658,-122.37,2520,20500,1,6,"med"
"12963",12963,-10.4062220023028,6.62246294836365,8019200360,"5/6/2015",248500,2,1,780,10064,1,0,0,4,7,780,0,1958,0,98168,47.4913,-122.318,1090,14750,1,6,"med"
"12964",12964,-4.12872944603857,20.1511641934393,2862100205,"9/30/2014",469950,5,2,1220,4200,1,0,0,4,6,1090,130,1921,0,98105,47.6677,-122.321,1790,4200,1,1,"low"
"12965",12965,3.89415039188324,-3.06540453005541,7420100040,"4/22/2015",525000,3,1.5,1840,10956,1,0,0,4,8,1840,0,1970,0,98033,47.6746,-122.164,1680,10950,1,3,"med"
"12966",12966,-22.9263413547886,6.94787446092497,223039229,"9/2/2014",787500,2,2.5,2390,6928,2,0,3,4,8,1810,580,1949,1982,98146,47.5101,-122.391,2390,12852,3,2,"top"
"12967",12967,18.3642259097872,-17.2883303973278,7967950040,"4/16/2015",485000,4,2.5,3710,15935,1,0,0,3,10,2130,1580,2005,0,98001,47.3528,-122.267,3674,17913,3,5,"low"
"12968",12968,2.43241661206157,17.7081034583052,1443500120,"4/7/2015",310000,2,1,750,5379,1,0,0,3,6,750,0,1919,0,98118,47.5324,-122.272,1030,5511,1,1,"low"
"12969",12969,-2.2906912945067,7.8359580445171,3920000040,"10/10/2014",280000,5,2,2110,7919,1,0,0,3,7,1110,1000,1966,0,98118,47.5164,-122.267,1590,5250,1,6,"med"
"12970",12970,6.67687723666723,7.9125136929413,126059021,"4/2/2015",2e+05,4,1,1020,42966,1.5,0,0,4,6,1020,0,1922,0,98072,47.7617,-122.11,2250,37680,2,3,"med"
"12971",12971,6.16399668663471,-23.5901635592366,8106300970,"10/10/2014",490000,3,2.5,3080,7363,2,0,0,3,9,3080,0,2006,0,98055,47.4473,-122.205,2860,5273,3,4,"med"
"12972",12972,-30.1503375651077,7.56245411762266,9320900610,"12/31/2014",146000,3,1,900,4770,1,0,0,3,6,900,0,1969,2009,98023,47.3038,-122.362,900,3480,2,2,"top"
"12973",12973,18.0647296065643,-18.6790912665644,5647900650,"11/20/2014",5e+05,5,3,3720,25474,2,0,4,3,9,2090,1630,1986,0,98001,47.3296,-122.256,1870,14547,3,5,"low"
"12974",12974,13.5446244066909,7.03505461568487,1432701430,"9/10/2014",242500,3,1,940,7380,1,0,0,3,6,940,0,1959,0,98058,47.4516,-122.175,1210,8095,2,9,"low"
"12975",12975,-3.27626013067497,17.1614587443889,6632300477,"10/6/2014",324950,3,1,1040,7288,1,0,0,3,7,1040,0,1959,0,98125,47.7287,-122.311,1160,7287,1,1,"low"
"12976",12976,18.3083928289277,9.93149585821748,9476200150,"4/16/2015",231500,2,1,1000,7615,1,0,0,4,6,1000,0,1943,0,98056,47.49,-122.191,1060,8000,2,9,"low"
"12977",12977,15.1909178546895,-21.4725273121608,8029500450,"5/29/2014",3e+05,3,2.5,2080,9827,2,0,0,3,8,2080,0,1989,0,98023,47.3058,-122.394,2660,9861,3,5,"low"
"12978",12978,4.44113570674724,-27.8439131901984,9510320150,"12/2/2014",545000,4,2.5,2500,50595,2,0,0,3,9,2500,0,1997,0,98045,47.4736,-121.731,2765,33720,3,4,"med"
"12979",12979,-1.27300479607146,13.0937841099196,415100085,"2/17/2015",350000,3,1,1050,8583,1,0,0,5,6,1050,0,1955,0,98133,47.7451,-122.339,1460,7351,1,1,"low"
"12980",12980,1.12392991543478,-2.08424970626906,8562850150,"5/23/2014",467100,3,1.75,1620,8645,1,0,0,3,7,1190,430,1973,0,98052,47.6651,-122.151,2010,8645,1,3,"med"
"12981",12981,19.2302867087511,3.68193277102498,1951600150,"4/8/2015",180000,3,1,1610,8500,1.5,0,0,3,7,1610,0,1959,0,98032,47.3717,-122.297,1070,8750,2,9,"low"
"12982",12982,-7.96657387683571,27.9651690304132,6745700150,"7/10/2014",749000,4,1.5,2130,5000,2,0,0,4,8,2130,0,1920,0,98144,47.5828,-122.291,2560,5000,1,1,"low"
"12983",12983,15.1145543589485,-20.6873199679705,9211520410,"10/9/2014",245000,3,2.5,1460,11593,2,0,0,3,7,1460,0,1989,0,98023,47.2984,-122.385,1640,9703,3,5,"low"
"12984",12984,15.6411222056226,3.70468833696044,3388000040,"8/19/2014",260000,5,1,1600,7350,1,0,0,5,7,1600,0,1962,0,98031,47.3943,-122.196,1600,7725,2,9,"low"
"12985",12985,-24.7248941721936,-9.16566844502457,3566800040,"6/7/2014",490000,3,3,1730,2940,3,0,0,3,7,1730,0,1985,0,98117,47.6911,-122.392,1690,4410,3,7,"med"
"12986",12986,2.46938983001656,-14.9173269241113,4221250120,"8/27/2014",565000,4,2.5,2280,4602,2,0,0,3,8,2280,0,2003,0,98075,47.5895,-122.019,2280,4193,3,5,"low"
"12987",12987,8.21904514977577,-12.5278977971931,1402600040,"8/25/2014",330000,4,2.25,2430,7490,2,0,0,3,8,2430,0,1983,0,98058,47.4406,-122.139,2070,7469,3,5,"low"
"12988",12988,14.3245406689925,5.15275628143692,2720000120,"11/4/2014",295000,3,1,1380,7575,1,0,0,4,7,1380,0,1963,0,98056,47.5139,-122.187,1320,7600,2,9,"low"
"12989",12989,-8.30955756670497,22.9272716177974,3359500665,"10/9/2014",725000,3,1.5,1790,6000,1.5,0,0,4,7,1790,0,1903,0,98115,47.6754,-122.325,1290,3500,1,1,"low"
"12990",12990,-3.38910497371943,-22.4408549145476,7732650040,"9/3/2014",1140000,4,2.5,3370,10602,2,0,0,3,10,3370,0,1999,0,98007,47.6591,-122.147,2950,9949,3,8,"top"
"12991",12991,-3.80656614984243,10.2965295432594,2874600040,"8/4/2014",680000,3,2.25,2920,6300,1,0,0,3,8,1710,1210,1956,0,98177,47.7065,-122.37,1940,6300,1,6,"med"
"12992",12992,-8.01938530925651,15.6170921453986,6154900065,"10/30/2014",490000,2,1,2180,9300,1,0,0,4,7,1090,1090,1947,0,98177,47.7032,-122.371,1830,7378,1,1,"low"
"12993",12993,-7.75973695440128,23.1237717115439,3491300180,"4/27/2015",635000,3,1.75,1480,6985,1.5,0,0,4,7,1200,280,1926,0,98117,47.686,-122.374,1480,5588,1,1,"low"
"12994",12994,14.6039656749118,-8.25279176230125,619079096,"4/6/2015",750000,3,2.5,2350,715690,1.5,0,0,4,9,2350,0,1979,0,98022,47.1622,-121.971,1280,325393,2,9,"low"
"12995",12995,15.2070763826508,-21.4203723442182,9264920620,"12/9/2014",330000,4,2.25,2440,8098,2,0,0,3,8,2440,0,1983,0,98023,47.3126,-122.346,2110,7911,3,5,"low"
"12996",12996,-18.1640719337976,-10.4226065233653,7899800730,"3/24/2015",270000,3,2.5,1350,1189,2,0,0,3,7,1080,270,2007,0,98106,47.5218,-122.358,1300,1182,3,7,"med"
"12997",12997,7.56261488716905,-21.576463583626,8944750730,"5/14/2014",340000,3,2.25,1970,3716,2,0,0,3,7,1970,0,1997,0,98056,47.4907,-122.167,1780,3716,3,4,"med"
"12998",12998,0.0143341269750354,15.4025972706207,2922703150,"3/4/2015",413252,3,0.75,1110,3960,1,0,0,3,7,1110,0,1951,0,98117,47.6834,-122.366,1610,5530,1,1,"low"
"12999",12999,-6.39525698292165,-11.5725065759542,293610040,"2/10/2015",6e+05,4,2.75,2950,5803,2,0,0,3,9,2950,0,2007,0,98028,47.7368,-122.231,2940,5803,3,8,"top"
"13000",13000,0.178728528861224,-25.0281889468141,7215720410,"4/15/2015",726888,5,3,2970,7261,2,0,0,3,9,2970,0,1999,0,98075,47.5994,-122.019,2970,8437,3,4,"med"
"13001",13001,4.49672768440192,19.3989601921673,5550300175,"12/6/2014",285000,2,1,720,6400,1,0,0,4,6,720,0,1943,0,98126,47.5286,-122.368,1030,6400,1,1,"low"
"13002",13002,-3.34656247458177,20.3163852418104,1588600040,"2/6/2015",365000,2,1,770,5680,1,0,0,4,6,770,0,1929,0,98117,47.6951,-122.366,1170,5514,1,1,"low"
"13003",13003,-5.16069894747452,15.3684003276822,7819000040,"3/9/2015",295000,4,2,1650,7200,1,0,0,3,7,1650,0,1964,0,98133,47.7543,-122.344,1410,7200,1,1,"low"
"13004",13004,3.72684015136253,4.12902027929161,1839920180,"3/18/2015",460000,3,2.25,1620,7350,1,0,0,3,7,1170,450,1969,0,98034,47.7248,-122.179,1800,7350,2,3,"med"
"13005",13005,-6.92969310446039,9.66499284585498,2560803085,"9/25/2014",230000,3,1.5,1510,10588,1.5,0,0,3,7,1510,0,1947,0,98198,47.3775,-122.319,1360,2873,1,6,"med"
"13006",13006,-5.35803064974672,17.6599548612137,6414100133,"5/22/2014",337000,3,1,1070,6109,1,0,0,5,7,1070,0,1951,0,98125,47.7207,-122.32,1170,7200,1,1,"low"
"13007",13007,-1.29007778137322,14.2208924290854,164000174,"9/8/2014",3e+05,3,1,1010,6300,1,0,0,3,7,1010,0,1957,0,98133,47.7304,-122.352,1480,7480,1,1,"low"
"13008",13008,-13.73616538502,24.0956333458853,1118001201,"1/30/2015",2300000,4,2.5,3370,8402,1,0,0,5,10,2240,1130,1962,0,98112,47.6349,-122.29,3190,8700,2,1,"low"
"13009",13009,10.3241807305654,-17.7807939200714,5104510720,"12/10/2014",360000,4,2.5,2000,5500,2,0,0,3,8,2000,0,2003,0,98038,47.3552,-122.014,2000,5512,3,5,"low"
"13010",13010,1.47219606299719,-13.1682472500643,3904910650,"3/16/2015",585000,3,2.5,2060,10839,2,0,0,3,8,2060,0,1987,0,98029,47.5675,-122.016,2180,8126,3,8,"top"
"13011",13011,25.42527002398,-1.51334288984342,9211500620,"10/8/2014",182700,3,2.25,1740,6650,1,0,0,3,7,1240,500,1978,0,98023,47.2979,-122.379,1740,7000,2,9,"low"
"13012",13012,25.6384925047752,-1.45708528086534,9211500620,"4/28/2015",305000,3,2.25,1740,6650,1,0,0,3,7,1240,500,1978,0,98023,47.2979,-122.379,1740,7000,2,9,"low"
"13013",13013,7.78452735331751,-20.2739269762311,6402710120,"5/5/2014",309950,3,2.5,1880,7838,2,0,0,3,7,1880,0,1994,0,98055,47.4439,-122.19,1810,7915,3,4,"med"
"13014",13014,5.13742000392874,6.04538425244577,1245001739,"3/16/2015",550000,3,1,960,12527,1,0,0,3,7,960,0,1972,0,98033,47.6891,-122.203,1220,7579,2,3,"med"
"13015",13015,-7.29696863864794,-25.580907349484,6817850040,"11/11/2014",825000,3,2.5,3280,26413,1,0,3,3,11,2670,610,1985,0,98074,47.6395,-122.05,3280,25211,3,8,"top"
"13016",13016,-4.12725004777924,27.6056785501755,9839301165,"10/1/2014",998500,2,1,1570,4400,1.5,0,0,4,8,1570,0,1914,0,98122,47.6112,-122.293,1850,4400,1,1,"low"
"13017",13017,-5.28370491820971,-14.5752301169938,1854900410,"11/1/2014",644500,4,2.5,2990,5342,2,0,0,3,8,2990,0,2004,0,98074,47.6124,-122.009,2990,5936,3,8,"top"
"13018",13018,13.7097650245263,3.3951042664612,2787700180,"1/12/2015",320000,3,2,1250,8636,1,0,0,5,7,1250,0,1968,0,98059,47.5066,-122.159,1620,7653,2,9,"low"
"13019",13019,10.3109212559544,-14.1490478501307,1843130210,"10/15/2014",266950,3,2.5,1920,4803,2,0,0,3,7,1920,0,2005,0,98042,47.3745,-122.127,2240,5231,3,5,"low"
"13020",13020,-5.93183726376192,-13.3723957424139,205000450,"5/14/2014",633100,4,2.5,2470,33305,2,0,0,3,9,2470,0,1993,0,98053,47.6303,-121.99,2440,33305,3,8,"top"
"13021",13021,-0.255384065556907,16.5620410204196,3626039279,"8/5/2014",395000,2,1,960,6700,1,0,0,3,7,960,0,1951,0,98103,47.6955,-122.357,1350,6700,1,1,"low"
"13022",13022,0.371416610525304,16.1992806958384,3126049261,"3/16/2015",259250,3,1,940,5904,1,0,0,3,6,940,0,1947,0,98103,47.699,-122.35,870,5728,1,1,"low"
