"","X","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"7895",7895,7287100035,"7/31/2014",380000,3,2,2010,16736,2,"WF_NO",0,"Co_4_High","6",2010,0,1929,0,98133,477.643,-122.352,1890,11477
"7896",7896,5101405465,"02/03/2015",463000,3,2,1590,5009,2,"WF_NO",0,"Co_4_High","6",1590,0,1985,0,98125,477.012,-122.322,1730,6380
"7897",7897,3756500180,"12/08/2014",475000,3,1,1470,9750,1,"WF_NO",0,"Co_3_Med","7",1470,0,1963,0,98034,477.155,-122.194,1300,9750
"7898",7898,3750605620,"3/24/2015",225000,3,1.75,1580,14400,1,"WF_NO",0,"Co_4_High","7",1580,0,1981,0,98001,472.598,-122.281,1480,9600
"7899",7899,2473350790,"05/11/2015",371000,3,1.75,1970,9512,1,"WF_NO",0,"Co_3_Med","8",1970,0,1968,0,98058,474.545,-122.146,2250,10573
"7900",7900,3389900965,"8/27/2014",625000,3,2.5,2330,3141,2,"WF_NO",0,"Co_3_Med","8",2330,0,2003,0,98116,475.622,-122.392,1980,5265
"7901",7901,1068000375,"9/23/2014",3200000,6,5,7100,18200,2.5,"WF_NO",0,"Co_3_Med","13",5240,1860,1933,2002,98199,476.427,-122.408,3130,6477
"7902",7902,9407100730,"1/29/2015",329000,3,1.75,1230,10725,1,"WF_NO",0,"Co_3_Med","7",1230,0,1980,0,98045,474.431,-121.772,1250,10170
"7903",7903,7618700112,"02/10/2015",634000,3,1.75,2570,13000,2,"WF_NO",0,"Co_4_High","7",2570,0,1962,0,98177,477.705,-122.371,2570,8521
"7904",7904,5104540360,"11/07/2014",616000,4,2.5,3440,6915,2,"WF_NO",0,"Co_3_Med","10",3440,0,2006,0,98038,473.538,-122.004,3200,6915
"7905",7905,1051000040,"4/24/2015",1820000,3,2.25,3330,20053,2,"WF_NO",0,"Co_3_Med","9",3330,0,1968,1998,98004,476.395,-122.214,2870,20053
"7906",7906,2896400300,"3/19/2015",435000,4,2.25,1780,2684,2,"WF_NO",0,"Co_3_Med","7",1780,0,2002,0,98072,477.642,-122.149,1670,2426
"7907",7907,5003600120,"4/15/2015",320000,4,2.5,2110,6295,2,"WF_NO",0,"Co_3_Med","8",2110,0,2000,0,98030,473.641,-122.193,2720,6311
"7908",7908,6352600490,"1/14/2015",820000,4,3.5,2770,8049,2,"WF_NO",0,"Co_3_Med","9",2770,0,2002,0,98074,476.469,-122.081,3410,7447
"7909",7909,3820350120,"8/22/2014",310000,3,2.5,1590,3359,2,"WF_NO",0,"Co_3_Med","7",1590,0,2000,0,98019,477.349,-121.986,1820,3383
"7910",7910,4235400097,"12/02/2014",443750,3,2.25,1460,968,2,"WF_NO",0,"Co_3_Med","7",1140,320,2003,0,98199,476.601,-122.4,1460,1531
"7911",7911,2757000040,"06/05/2014",795000,4,2.25,2070,13084,1,"WF_NO",0,"Co_4_High","8",1700,370,1967,0,98040,475.606,-122.222,2520,10180
"7912",7912,537000325,"11/04/2014",475000,3,2.5,2420,36862,1,"WF_NO",0,"Co_4_High","8",1530,890,1957,0,98003,473.264,-122.308,1670,9046
"7913",7913,9522100485,"5/15/2014",585000,5,1.75,2000,3750,2,"WF_NO",0,"Co_4_High","7",2000,0,1921,0,98103,476.618,-122.355,1520,3750
"7914",7914,345700040,"7/29/2014",315000,2,1,1010,7338,2,"WF_NO",0,"Co_4_High","7",1010,0,1981,0,98056,475.123,-122.19,1220,7719
"7915",7915,3904960910,"9/17/2014",635000,4,2.5,3050,7238,2,"WF_NO",0,"Co_3_Med","8",3049.84266859834,0,1989,0,98029,475.772,-122.013,2580,7228
"7916",7916,1771000690,"5/28/2014",305000,3,1,1160,11776,1,"WF_NO",0,"Co_3_Med","7",1160,0,1968,0,98077,477.427,-122.074,1160,10050
"7917",7917,1931300035,"5/16/2014",785000,3,2,2180,5440,1,"WF_NO",0,"Co_5_Top","7",1100,1080,1904,0,98103,47.657,-122.345,1470,4109
"7918",7918,2770601800,"10/24/2014",525000,3,1.75,1560,6000,1,"WF_NO",0,"Co_3_Med","6",780,780,1944,0,98199,476.501,-122.384,1560,1734
"7919",7919,5309100515,"1/20/2015",537000,4,1.75,1580,3635,1,"WF_NO",0,"Co_4_High","7",790,790,1910,0,98117,476.795,-122.371,1190,3638
"7920",7920,984210850,"2/17/2015",279950,3,1.75,1660,8303,1,"WF_NO",0,"Co_3_Med","7",1380,280,1974,0,98058,474.366,-122.171,1740,8320
"7921",7921,924059233,"12/08/2014",659000,4,2,2350,9329,2,"WF_NO",0,"Co_3_Med","8",2350,0,1977,0,98005,47.583,-122.17,1640,9403
"7922",7922,5029451080,"8/21/2014",203000,2,1,1440,6650,1,"WF_NO",0,"Co_3_Med","7",970,470,1980,0,98023,472.896,-122.369,1600,6847
"7923",7923,4379400220,"09/09/2014",782500,4,2.5,2930,7806,2,"WF_NO",0,"Co_3_Med","9",2930,0,2005,0,98074,476.219,-122.024,2600,6051
"7924",7924,5419800220,"06/10/2014",250000,3,1.75,1590,7560,1,"WF_NO",0,"Co_3_Med","7",1130,460,1984,0,98031,474.016,-122.18,1500,7560
"7925",7925,1839500065,"08/05/2014",279000,3,1,1400,9450,1,"WF_NO",0,"Co_4_High","7",1060,340,1955,0,98056,475.051,-122.194,1400,8108
"7926",7926,2525059172,"11/25/2014",664000,6,2.5,3190,12196,2,"WF_NO",0,"Co_4_High","8",3190,0,1979,0,98052,476.309,-122.103,2790,13068
"7927",7927,7159200040,"9/17/2014",2900000,4,3.25,4580,4838,2,"WF_NO",3,"Co_4_High","11",3080,1500,1991,0,98109,476.305,-122.354,3540,6483
"7928",7928,3812400107,"3/30/2015",378500,4,2,1830,6000,1,"WF_NO",0,"Co_5_Top","7",1070,760,1953,0,98118,475.453,-122.279,1830,5500
"7929",7929,2726079061,"05/07/2014",535000,3,1.75,2720,149410,1.5,"WF_NO",0,"Co_3_Med","9",2720,0,1988,0,98014,477.092,-121.892,2560,149410
"7930",7930,1270000040,"7/16/2014",520000,2,1,1360,22508,1,"WF_NO",0,"Co_3_Med","7",1360,0,1932,0,98034,477.101,-122.226,2830,12600
"7931",7931,2113700115,"05/04/2015",369950,3,2,1520,4000,1,"WF_NO",0,"Co_5_Top","6",800,720,1943,0,98106,47.531,-122.351,1430,4000
"7932",7932,824069113,"9/24/2014",545000,3,2.25,2290,14585,2,"WF_NO",0,"Co_3_Med","8",2290,0,1981,0,98075,475.874,-122.074,1660,36961
"7933",7933,8856920110,"05/04/2015",360000,3,2.5,2150,14092,2,"WF_NO",0,"Co_3_Med","8",2150,0,1991,0,98058,474.621,-122.129,2400,10699
"7934",7934,8146100410,"08/05/2014",760000,3,1.5,1170,7645,1,"WF_NO",0,"Co_4_High","7",1170,0,1955,0,98004,476.077,-122.194,1870,7678
"7935",7935,5101400838,"9/16/2014",450000,3,1.75,1830,5488,1,"WF_NO",2,"Co_4_High","7",1010,820,1939,0,98115,476.914,-122.309,1200,5488
"7936",7936,1088800850,"05/02/2014",612500,4,2.5,2730,12261,2,"WF_NO",0,"Co_3_Med","9",2730,0,1991,0,98011,477.419,-122.205,2730,10872
"7937",7937,1061400360,"07/01/2014",280000,3,1,1090,10710,1,"WF_NO",0,"Co_4_High","7",1090,0.0587830028649705,1962,0,98056,47.5,-122.169,1090,10440
"7938",7938,9545250110,"4/14/2015",750000,3,2.5,2560,9182,2,"WF_NO",0,"Co_3_Med","9",2560,0,1993,0,98027,475.361,-122.051,2800,8784
"7939",7939,425400115,"7/15/2014",237000,3,1,1160,6132,1,"WF_NO",0,"Co_4_High","7",1160,0,1958,0,98056,475.015,-122.173,1280,6132
"7940",7940,2436700315,"10/14/2014",441500,2,1.75,1010,4000,1.5,"WF_NO",0,"Co_5_Top","7",1010,0,1919,0,98105,476.665,-122.287,1470,4000
"7941",7941,1545803520,"1/26/2015",251000,3,2,1650,7930,1,"WF_NO",0,"Co_4_High","7",1650,0,1989,0,98038,473.617,-122.05,1510,7930
"7942",7942,257000037,"12/29/2014",2e+05,3,1,2120,31564,1,"WF_NO",0,"Co_3_Med","7",1220,900,1942,0,98168,474.938,-122.298,1790,11571
"7943",7943,5016000315,"6/16/2014",332000,1,1,960,2640,1,"WF_NO",0,"Co_3_Med","7",760,200,1908,0,98112,476.223,-122.294,1620,3759
"7944",7944,6300500477,"8/26/2014",401500,3,2.5,1509,1114,3,"WF_NO",0,"Co_3_Med","8",1509,0,2014,0,98133,477.048,-122.34,1509,2431
"7945",7945,4022905172,"9/26/2014",585000,4,1.75,2270,27122,1,"WF_NO",0,"Co_5_Top","8",1300,970,1957,0,98155,477.637,-122.281,2380,11822
"7946",7946,7300000650,"07/02/2014",340000,4,2.5,1954,4805,2,"WF_NO",0,"Co_3_Med","8",1954,0,2005,0,98055,474.297,-122.19,1714,3259
"7947",7947,8682282070,"01/12/2015",920000,3,3.5,2800,7694,1,"WF_NO",0,"Co_3_Med","9",2800,0,2005,0,98053,477.095,-122.022,2420,7694
"7948",7948,7812801115,"6/13/2014",153000,3,1,1270,6405,1.5,"WF_NO",0,"Co_3_Med","6",1270,0,1944,0,98178,474.959,-122.241,1110,6405
"7949",7949,9269750690,"01/05/2015",299950,4,2.25,1810,7601,1,"WF_NO",0,"Co_3_Med","7",1080,730,1986,0,98023,472.857,-122.358,1570,7601
"7950",7950,1402620120,"05/12/2015",440000,4,2.5,2410,7517,2,"WF_NO",0,"Co_3_Med","8",2410,0,1983,0,98058,474.388,-122.142,2420,8095
"7951",7951,3793501390,"9/15/2014",293000,3,2.5,1690,17383,2,"WF_NO",0,"Co_3_Med","7",1690,0,2003,0,98038,473.691,-122.031,2610,7999
"7952",7952,9282800065,"3/29/2015",203000,3,1.75,1190,6000,1,"WF_NO",0,"Co_3_Med","7",1190,0,1952,2015,98178,475.026,-122.236,1200,6000
"7953",7953,1921059310,"3/20/2015",193000,2,1.75,1280,6774,1,"WF_NO",0,"Co_3_Med","7",1280,0,1991,0,98002,472.925,-122.219,1450,7810
"7954",7954,109000040,"3/16/2015",305000,3,1.75,1460,7862,1,"WF_NO",0,"Co_3_Med","7",1460,0,1965,0,98155,477.755,-122.299,2200,9293
"7955",7955,5101405331,"05/02/2014",495000,4,1.75,1600,6380,1,"WF_NO",0,"Co_3_Med","8",1130,470,1959,0,98125,47.701,-122.306,1090,6380
"7956",7956,2044500142,"09/02/2014",420000,3,1.75,1770,6000,1,"WF_NO",0,"Co_3_Med","7",1130,640,1952,0,98125,477.135,-122.315,1900,7200
"7957",7957,1837010040,"09/05/2014",569500,4,2.5,2800,8190,1,"WF_NO",0,"Co_3_Med","8",1700,1100,1971,0,98177,477.695,-122.368,2460,8165
"7958",7958,3905000540,"5/15/2014",620000,4,2.5,2680,9185,2,"WF_NO",0,"Co_3_Med","9",2680,0,1989,0,98029,475.738,-121.992,2810,8505
"7959",7959,6071200375,"12/11/2014",466000,3,1.75,1680,9460,1,"WF_NO",0,"Co_4_High","7",1680,0,1959,0,98006,475.525,-122.182,1690,9448
"7960",7960,3756500610,"3/24/2015",355500,3,1,1120,10032,1,"WF_NO",0,"Co_3_Med","7",1120,0,1962,0,98034,477.182,-122.194,1210,9918
"7961",7961,3885805035,"05/08/2015",687500,2,1,1040,7200,1,"WF_NO",0,"Co_4_High","6",1040,0,1955,0,98033,476.823,-122.203,1640,7200
"7962",7962,7525100530,"04/11/2015",432100,3,2.25,1790,2240,2,"WF_NO",0,"Co_4_High","8",1790,0,1975,0,98052,476.343,-122.106,1780,2560
"7963",7963,1324059048,"7/21/2014",5e+05,3,2.5,2410,34848,1.5,"WF_NO",0,"Co_3_Med","8",2410,0,1976,0,98006,475.694,-122.12,2420,16424
"7964",7964,3904921250,"10/10/2014",690000,5,3.25,3370,7313,2,"WF_NO",0,"Co_4_High","8",2140,1230,1988,0,98029,475.632,-122.015,2990,7806
"7965",7965,3331500485,"01/02/2015",350000,2,1,800,5150,1,"WF_NO",0,"Co_4_High","6",800,0,1949,0,98118,475.525,-122.274,1280,5150
"7966",7966,7338401759,"06/10/2014",268000,2,1,1380,5000,1,"WF_NO",0,"Co_3_Med","7",870,510,1943,0,98108,475.339,-122.293,1450,5000
"7967",7967,3122069029,"6/19/2014",120000,2,1,990,39964,1,"WF_NO",0,"Co_2_Med_low","4",990,0,1945,0,98042,473.577,-122.085,1560,8990
"7968",7968,3797310150,"2/18/2015",285000,4,2.5,1800,9229,2,"WF_NO",0,"Co_3_Med","7",1800,0,1994,0,98022,471.927,-122.015,1970,9231
"7969",7969,2205500540,"10/08/2014",365000,4,1.5,1820,12327,1,"WF_NO",0,"Co_4_High","7",1380,440,1955,0,98006,475.767,-122.144,1450,9256
"7970",7970,7202310040,"04/08/2015",635000,3,2.5,2620,6842,2,"WF_NO",0,"Co_3_Med","7",2620,0,2002,0,98053,476.846,-122.037,2280,4800
"7971",7971,3630120330,"07/08/2014",630000,2,2.5,2290,3507,2,"WF_NO",0,"Co_3_Med","9",2290,0,2005,0,98029,475.545,-122.002,2290,3640
"7972",7972,4310700665,"03/05/2015",450000,4,3,2200,4466,2,"WF_NO",0,"Co_3_Med","7",2200,0,1968,0,98103,477.005,-122.339,1780,2250
"7973",7973,7504001080,"03/04/2015",590000,4,2.5,2940,12600,1,"WF_NO",0,"Co_4_High","8",1850,1090,1974,0,98074,476.294,-122.062,2030,11770
"7974",7974,2021200770,"09/09/2014",895000,2,1.75,1700,3618,1,"WF_NO",1,"Co_3_Med","8",1260,440,1950,0,98199,476.336,-122.397,2200,5000
"7975",7975,2005600090,"5/14/2014",160000,3,1,860,11900,1,"WF_NO",0,"Co_4_High","6",860,0,1963,0,98030,473.574,-122.186,1660,10248
"7976",7976,123000110,"9/30/2014",520000,2,1,910.28853991531,5000,1,"WF_NO",0,"Co_3_Med","7",910,0,1924,0,98107,476.733,-122.37,1050,5000
"7977",7977,2473372170,"08/06/2014",432000,4,3.25,2820,13059,2,"WF_NO",0,"Co_4_High","8",2820,0,1976,0,98058,474.508,-122.132,2360,8600
"7978",7978,7227500865,"5/19/2014",141800,2,1,930,4743,1,"WF_NO",0,"Co_4_High","5",930,0,1942,0,98056,474.966,-122.187,930,4779
"7979",7979,510001280,"7/14/2014",980000,4,2,2190,4560,2.5,"WF_NO",0,"Co_5_Top","8",2190,0,1910,0,98103,47.662,-122.329,2190,4560
"7980",7980,3886903615,"4/16/2015",1290000,4,2.5,3430,7200,2,"WF_NO",0,"Co_3_Med","9",3430,0,2014,0,98033,476.842,-122.196,1530,7800
"7981",7981,439200035,"11/17/2014",740000,4,2.75,2560,6900,1,"WF_NO",0,"Co_3_Med","8",1480,1080,1959,0,98115,47.686,-122.297,2600,7200
"7982",7982,4303200184,"10/10/2014",230000,2,1,770,6450,1,"WF_NO",0,"Co_4_High","6",770,0,1948,0,98106,47.531,-122.358,780,6063
"7983",7983,9362000040,"6/23/2014",3400000,3,4.5,5230,17826,2,"WF_SI",4,"Co_3_Med","10",3740,1490,2005,0,98040,475.348,-122.243,3670,17826
"7984",7984,4039701280,"04/08/2015",954500,3,2.25,2440,9689,1,"WF_NO",2,"Co_4_High","8",1830,610,1974,0,98008,476.141,-122.111,2730,9689
"7985",7985,9828201202,"3/16/2015",622000,3,1.5,1650,3150,1.5,"WF_NO",0,"Co_4_High","8",1650,0,1929,0,98122,476.156,-122.297,1650,4500
"7986",7986,2734100835,"03/03/2015",90000,1,1,780,4000,1,"WF_NO",0,"Co_3_Med","5",780,0,1905,0,98108,475.424,-122.321,1150,4000
"7987",7987,6749700110,"10/29/2014",342000,3,3,1260,1634,3,"WF_NO",0,"Co_3_Med","8",1260,0,1998,0,98103,47.697,-122.349,1260,1135
"7988",7988,3832060940,"7/29/2014",305000,4,2.5,2320,4683,2,"WF_NO",0,"Co_3_Med","7",2320,0,2007,0,98042,473.349,-122.059,2230,5750
"7989",7989,2214800110,"8/20/2014",259900,4,2.75,1560,8820,1,"WF_NO",3,"Co_3_Med","7",1060,500,1979,0,98001,473.382,-122.257,2140,7800
"7990",7990,1909600115,"8/27/2014",420000,3,2,2330,6346,1.5,"WF_NO",0,"Co_3_Med","6",1600,730,1934,2014,98146,475.135,-122.38,1380,8400
"7991",7991,40000553,"03/04/2015",250000,2,1,1400,19570,1.5,"WF_NO",0,"Co_3_Med","6",1100,300,1929,0,98168,474.724,-122.271,2250,6500
"7992",7992,7686203195,"3/23/2015",249950,3,1.5,1450,6875,1,"WF_NO",0,"Co_4_High","7",1450,0,1961,0,98198,474.205,-122.316,1270,8000
"7993",7993,2923059064,"2/17/2015",199000,2,1,1140,15120,1,"WF_NO",0,"Co_4_High","6",990,150,1932,0,98055,474.521,-122.196,2320,11250
"7994",7994,2895600090,"04/07/2015",355200,3,1,1120,7320,1,"WF_NO",0,"Co_4_High","7",1120,0,1954,0,98146,475.103,-122.382,1410,6328
"7995",7995,4019301386,"09/09/2014",425000,3,1.5,1970,13709,1,"WF_NO",0,"Co_4_High","7",1680,290,1955,0,98155,477.562,-122.277,2200,16536
"7996",7996,7199360100,"11/12/2014",379500,3,1,1110,7128,1,"WF_NO",0,"Co_3_Med","7",1110,0,1980,0,98052,476.968,-122.124,1510,7107
"7997",7997,1241500032,"8/19/2014",860000,4,2.5,3070,6923,2,"WF_NO",0,"Co_3_Med","9",3070,0,2009,0,98033,47.669,-122.172,2190,9218
"7998",7998,9558020610,"05/12/2014",335000,3,2.5,1940,4927,2,"WF_NO",0,"Co_3_Med","8",1940,0,2004,0,98058,474.479,-122.12,2070,4892
"7999",7999,2050100450,"11/05/2014",865000,3,2.5,3050,12558,2,"WF_NO",0,"Co_3_Med","10",3050,0,1997,0,98074,476.549,-122.089,3543,12558
"8000",8000,1250200600,"04/08/2015",390000,3,1,1240,3600,1.5,"WF_NO",0,"Co_3_Med","7",1240,0,1902,0,98144,475.986,-122.298,1680,3600
"8001",8001,9325200110,"09/09/2014",569950,5,4.25,3380,7805,2,"WF_NO",0,"Co_3_Med","8",3380,0,2014,0,98148,474.349,-122.328,2790,7805
"8002",8002,293850040,"02/05/2015",495500,3,2.5,3190,7828,2,"WF_NO",0,"Co_3_Med","9",3190,0,2006,0,98059,475.047,-122.144,2970,7828
"8003",8003,3723800097,"12/11/2014",476500,4,1.75,1670,10200,1,"WF_NO",0,"Co_3_Med","7",1390,280,1953,0,98118,475.524,-122.267,1720,6860
"8004",8004,7788400180,"08/12/2014",261000,3,1,1660,11200,1,"WF_NO",0,"Co_3_Med","7",1660,0,1957,0,98056,475.121,-122.168,1380,10875
"8005",8005,2206700215,"8/22/2014",375000,4,2,2070,9822,1,"WF_NO",0,"Co_5_Top","7",2070,0,1955,0,98006,47.566,-122.14,1300,9572
"8006",8006,2206700215,"4/22/2015",550000,4,2,2070,9822,1,"WF_NO",0,"Co_5_Top","7",2070,0,1955,0,98006,47.566,-122.14,1300,9572
"8007",8007,603001050,"7/23/2014",230000,2,1,1430,4000,1,"WF_NO",0,"Co_3_Med","7",930,500,1949,0,98118,475.233,-122.284,1110,4000
"8008",8008,3583400120,"02/04/2015",526750,5,2.5,2270,10700,1,"WF_NO",0,"Co_4_High","8",1570,700,1963,0,98028,47.741,-122.256,2020,10230
"8009",8009,3886903155,"03/04/2015",606000,3,2,1980,7680,1.5,"WF_NO",0,"Co_4_High","6",1070,910,1911,0,98033,476.839,-122.195,1330,8704
"8010",8010,9485910100,"4/24/2015",368500,4,2.75,2500,26400,1,"WF_NO",0,"Co_3_Med","8",1780,720,1977,0,98031,473.444,-122.084,2180,31900
"8011",8011,3223039089,"9/29/2014",275000,3,1,1230,171190,1,"WF_NO",0,"Co_3_Med","7",1230,0,1973,0,98070,474.397,-122.46,1550,15450
"8012",8012,2596300035,"4/22/2015",342000,4,1,1390,9023,1.5,"WF_NO",0,"Co_3_Med","7",1390,0,1955,0,98155,477.754,-122.296,1760,9023
"8013",8013,9542801120,"3/27/2015",278100,4,1.75,2120,8520,1,"WF_NO",0,"Co_3_Med","7",1600,520,1978,0,98023,47.302,-122.373,2160,8400
"8014",8014,8150600195,"10/28/2014",450000,4,2.75,1540,4840,1,"WF_NO",2,"Co_4_High","7",850,690,1929,0,98126,475.491,-122.375,1180,4840
"8015",8015,6806100040,"8/25/2014",349950,4,2.5,2000,5006,2,"WF_NO",0,"Co_3_Med","7",2000,0,2005,0,98058,47.466,-122.147,2410,4889
"8016",8016,8857640040,"04/10/2015",425000,4,2.5,2400,6053,2,"WF_NO",0,"Co_3_Med","8",2400,0,2001,0,98038,473.869,-122.033,2460,6519
"8017",8017,2138000120,"6/26/2014",435000,4,2.75,2110,8751,1,"WF_NO",0,"Co_3_Med","7",1510,600,1962,0,98011,477.617,-122.215,1660,10295
"8018",8018,4022902260,"6/26/2014",460000,4,2.5,2550,19017,1,"WF_NO",0,"Co_4_High","7",1300,1250,1961,0,98155,477.682,-122.284,2080,21100
"8019",8019,2225300149,"12/22/2014",323000,4,1.75,1440,8114,1,"WF_NO",0,"Co_4_High","7",1440,0,1963,0,98155,477.639,-122.332,1940,7208
"8020",8020,3438500880,"4/30/2015",325000,2,1,810,6827,1,"WF_NO",0,"Co_3_Med","6",810,0,1944,0,98106,475.495,-122.357,990,6827
"8021",8021,1646502165,"8/13/2014",480000,2,1.75,1170,4635,1,"WF_NO",0,"Co_4_High","6",690,480,1924,0,98117,476.842,-122.359,1240,4120
"8022",8022,9541600110,"4/30/2015",1330000,3,2.5,3590,8400,1,"WF_NO",0,"Co_3_Med","9",2950,640,1958,2007,98005,47.595,-122.173,1620,7875
"8023",8023,3348401095,"4/27/2015",210000,4,1.75,2090,6485,1,"WF_NO",0,"Co_3_Med","7",1280,810,1956,0,98178,474.958,-122.265,2190,9600
"8024",8024,7579200915,"04/01/2015",920000,5,4.5,3820,5750,2,"WF_NO",3,"Co_3_Med","9",2830,990,2000,0,98116,475.581,-122.385,1750,5750
"8025",8025,2126049096,"12/02/2014",399000,3,1,1460,8290,1,"WF_NO",0,"Co_3_Med","8",1460,0,1959,0,98125,477.246,-122.3,1470,8290
"8026",8026,6021500025,"8/18/2014",631750,3.05481972868433,1.75,2360,4063,1,"WF_NO",0,"Co_5_Top","7",1180,1180,1940,0,98117,476.902,-122.382,1660,4063
"8027",8027,8945000910,"3/26/2015",184000,3,1,1100,8680,1,"WF_NO",0,"Co_3_Med","6",1100,0,1962,0,98023,473.072,-122.363,1100,9220
"8028",8028,2473411130,"4/16/2015",333000,4,2.5,2100,7208,2,"WF_NO",0,"Co_3_Med","8",2100,0,1974,0,98058,474.478,-122.128,2060,7480
"8029",8029,2781250900,"6/20/2014",218000,2,2,1310,2841,2,"WF_NO",0,"Co_3_Med","6",1310,0,2004,0,98038,473.502,-122.022,1360,2550
"8030",8030,3330500925,"2/24/2015",258305,2,1.5,750,2964,1,"WF_NO",0,"Co_5_Top","5",750,0,1919,0,98118,475.518,-122.277,1350,3090
"8031",8031,9522100375,"7/15/2014",775000,5,1.5,1720,5000,1.5,"WF_NO",0,"Co_3_Med","8",1720,0,1915,0,98103,476.627,-122.355,1720,5000
"8032",8032,1826049362,"06/11/2014",515000,3,2.5,3370,19585,2,"WF_NO",0,"Co_3_Med","7",3200,170,1951,0,98133,477.388,-122.339,1730,9430
"8033",8033,1250200495,"6/24/2014",455000,2,1.5,1200,1259,2,"WF_NO",0,"Co_3_Med","8",1000,200,2015,0,98144,476.001,-122.298,1320,1852
"8034",8034,5662100110,"2/18/2015",440000,3,2.5,1830,6807,2.5,"WF_NO",0,"Co_5_Top","7",1830,0,1954,0,98155,477.613,-122.322,1340,6807
"8035",8035,2025049111,"6/19/2014",1440000,3,3.5,3870,3819,2,"WF_NO",0,"Co_3_Med","11",2760,1110,2002,0,98102,476.452,-122.317,2530,5500
"8036",8036,7576700131,"7/14/2014",850000,3,2.25,2220,3707,2,"WF_NO",0,"Co_4_High","8",1620,600,1919,0,98122,47.617,-122.286,2030,4850
"8037",8037,4027701265,"05/01/2015",480000,3,1.75,2920,21375,1,"WF_NO",0,"Co_3_Med","8",1850,1070,1961,0,98028,477.666,-122.265,1540,8482
"8038",8038,3423059177,"11/26/2014",420000,5,2.75,2540,27007,1,"WF_NO",0,"Co_3_Med","8",1520,1020,1980,2014,98058,474.326,-122.155,1800,26572
"8039",8039,3876312840,"09/12/2014",408000,3,1.75,1970,7100,1,"WF_NO",0,"Co_3_Med","7",1590,380,1976,0,98072,477.353,-122.172,1790,7455
"8040",8040,6928600330,"8/20/2014",278000,5,1.75,2170,9752,1,"WF_NO",0,"Co_3_Med","7",1100,1070,1962,0,98003,473.355,-122.331,1810,10609
"8041",8041,5316100820,"1/22/2015",1200000,3,3,2350,1620,2,"WF_NO",0,"Co_3_Med","9",1560,790,2001,0,98112,476.308,-122.279,2000,4380
"8042",8042,1022059161,"6/13/2014",454000,4,2.25,2630,39000,2,"WF_NO",0,"Co_3_Med","9",2630,0,1979,0,98042,474.089,-122.149,2270,66647
"8043",8043,4134300175,"4/17/2015",1850000,4,2.5,4120,14866,1,"WF_SI",4,"Co_3_Med","8",2070,2050,1965,0,98006,475.571,-122.193,3620,19729
"8044",8044,7853301130,"05/05/2015",499000,4,2.25,2440,5000,2,"WF_NO",0,"Co_3_Med","7",2440,0,2007,0,98065,475.407,-121.89,2440,5212
"8045",8045,6928000620,"2/18/2015",590000,5,3,3480,6625,2,"WF_NO",0,"Co_3_Med","8",3480,0,2012,0,98059,474.815,-122.153,2800,9400
"8046",8046,5680000750,"7/30/2014",385000,3,3.5,1900,4805,2,"WF_NO",0,"Co_3_Med","8",1560,340,1999,0,98108,475.686,-122.315,1360,4800
"8047",8047,333100265,"9/24/2014",1250000,4,3.25,3160,10043,2,"WF_NO",2,"Co_3_Med","9",3160,0,2011,0,98034,477.001,-122.238,3450,10043
"8048",8048,3530490031,"9/24/2014",202200,2,1.75,1330,2159,1,"WF_NO",0,"Co_4_High","8",1330,0,1979,0,98198,473.822,-122.32,1220,3679
"8049",8049,6400700230,"03/11/2015",450000,3,2.25,1420,13468,1,"WF_NO",0,"Co_3_Med","7",960,460,1976,0,98033,476.693,-122.176,1480,10980
"8050",8050,322069010,"05/08/2015",435000,3,3.25,2570,233481,1.5,"WF_NO",0,"Co_4_High","8",2570,0,1986,0,98038,474.199,-122.034,2280,157687
"8051",8051,2722059013,"02/04/2015",550000,2,1,1270,43560,1,"WF_NO",0,"Co_4_High","5",1270,0,1908,0,98042,473.651,-122.165,1870,6960
"8052",8052,3878900815,"05/04/2015",361000,3,2.25,2470,5650,1,"WF_NO",2,"Co_3_Med","7",1550,920,1973,0,98178,475.072,-122.252,1660,5650
"8053",8053,2600010330,"1/20/2015",760000,4,2.25,2590,12600,2,"WF_NO",0,"Co_3_Med","9",2590,0,1979,0,98006,475.566,-122.162,2620,11050
"8054",8054,3889100027,"6/16/2014",902000,4,2.5,3030,8507,2,"WF_NO",0,"Co_3_Med","9",3030,0,2003,0,98033,476.675,-122.176,2570,8830
"8055",8055,3505100297,"04/11/2015",505000,3,1.75,1240,4550,1.5,"WF_NO",0,"Co_4_High","7",1240,0,1951,0,98116,475.803,-122.398,2110,5700
"8056",8056,5560001130,"2/25/2015",2e+05,3,1,1040,8925,1,"WF_NO",0,"Co_4_High","6",1040,0,1961,0,98023,473.265,-122.335,1040,8925
"8057",8057,1311910300,"02/04/2015",260000,5,2.25,2320,6375,1,"WF_NO",0,"Co_4_High","7",1270,1050,1967,0,98001,473.351,-122.282,1760,7600
"8058",8058,7518505160,"9/25/2014",417000,2,1,1190,5100,1.5,"WF_NO",0,"Co_2_Med_low","7",1190,0,1928,0,98117,476.773,-122.382,1920,5100
