"X.2","X.1","X","Y","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","cluster","hclust","Cluster_final","target"
9178,9178,-0.456801385922947,-25.1828823948357,7525530590,"7/20/2014",760000,4,2.5,2990,12788,2,0,0,3,10,2990,0,1988,0,98075,47.5601,-122.037,3250,12212,3,4,"med","1"
9179,9179,1.84504175112829,4.55790277757826,226059103,"5/27/2014",570000,3,1.75,1930,36210,1,0,0,3,8,1930,0,1977,0,98072,47.7692,-122.128,1930,35060,2,3,"med","0"
9181,9181,17.4507655644417,10.1656387195148,7227500910,"6/24/2014",139000,2,1,690,5280,1,0,0,4,5,690,0,1942,0,98056,47.4953,-122.187,1140,4860,2,9,"low","0"
9182,9182,-5.62383129367801,23.6088557652706,5100402644,"11/19/2014",525000,4,1.5,1430,6380,1.5,0,0,4,7,1130,300,1945,0,98115,47.6942,-122.319,1570,6380,1,1,"low","0"
9183,9183,1.28300407099651,13.6120558359109,748000205,"7/16/2014",293000,1,1,1110,5421,1,0,0,3,6,1110,0,1935,0,98177,47.7322,-122.359,1230,8100,1,6,"med","0"
9184,9184,-18.6893700542048,-10.2093121269291,7899800476,"4/27/2015",267100,2,2.5,1250,1580,2,0,0,3,7,1030,220,2005,0,98106,47.5243,-122.36,1250,1361,3,7,"med","0"
9187,9187,-22.0344495047163,7.55246194443985,7935000625,"4/9/2015",975000,3,2.5,2530,7000,2.5,0,4,3,9,2530,0,1915,1999,98136,47.5465,-122.398,2380,7000,1,2,"top","1"
9188,9188,15.5288669344601,1.1071526914977,1761300100,"6/18/2014",279950,5,1.75,2150,7171,1,0,0,4,7,1460,690,1970,0,98031,47.3952,-122.176,1710,7300,2,9,"low","0"
9189,9189,6.88172477817295,5.21958709710407,1112700150,"1/27/2015",405000,3,1.75,1260,7373,1,0,0,4,7,1260,0,1979,0,98034,47.7296,-122.233,1360,7373,2,3,"med","0"
9190,9190,5.84589099394849,-28.7172900217651,2622049052,"5/16/2014",4e+05,3,2.5,2740,83199,2,0,4,3,9,2740,0,1973,0,98032,47.3581,-122.266,2500,29269,3,4,"med","0"
9191,9191,14.5113992650608,6.56878501179673,423000035,"11/24/2014",225000,3,1,960,6500,1,0,0,4,5,960,0,1954,0,98056,47.497,-122.171,1150,6500,2,9,"low","0"
9193,9193,24.4891282366572,-3.95383004965614,6802210450,"3/31/2015",272950,3,2.25,1570,9096,1,0,0,4,7,1180,390,1991,0,98022,47.1937,-121.99,1570,8418,2,9,"low","0"
9195,9195,-7.74206974171007,23.4252664885124,4086300065,"7/18/2014",670000,3,1.75,1280,2147,1.5,0,0,4,7,1280,0,1910,0,98102,47.6362,-122.324,2010,2640,1,1,"low","1"
9196,9196,-24.5539148169646,-5.98148270815714,809003085,"4/1/2015",1070000,3,2.5,2130,3545,3,0,0,5,9,2130,0,1990,0,98109,47.6389,-122.349,1970,3464,3,7,"med","1"
9202,9202,23.7471299539721,6.7660465212796,3420069055,"12/3/2014",350000,4,2.25,1570,499571,1,0,3,4,7,1570,0,1972,0,98022,47.1808,-122.023,1700,181708,2,9,"low","0"
9203,9203,-4.3600819629179,-13.0150446913421,1726069198,"9/18/2014",850000,3,2.5,3260,91911,2,0,0,4,9,3260,0,1984,0,98077,47.737,-122.074,2520,65775,3,8,"top","1"
9204,9204,-24.8610066145434,-9.71841493562242,4468400211,"2/20/2015",205000,3,2.25,1250,952,3,0,0,3,8,1250,0,2008,0,98133,47.7098,-122.333,1250,1030,3,7,"med","0"
9205,9205,13.0649817744166,-1.27962398973256,1864900230,"6/26/2014",315000,4,2.5,1940,10200,1,0,0,4,8,1140,800,1977,0,98042,47.4157,-122.161,1920,12600,2,3,"med","0"
9207,9207,-5.42964384342816,-2.25945796489972,7856400410,"7/29/2014",1100000,4,2.25,3310,8540,1,0,4,4,9,1660,1650,1973,0,98006,47.5603,-122.158,3450,9566,2,3,"med","1"
9209,9209,21.6740048814233,0.338328798676317,5151600120,"6/18/2014",310000,4,2.5,2660,12672,1,0,0,4,8,1740,920,1960,0,98003,47.3334,-122.323,2280,12477,2,9,"low","0"
9210,9210,-2.01035824032894,15.0440364430691,4024101050,"6/2/2014",305000,3,1,950,13475,1,0,0,3,7,950,0,1950,0,98155,47.7543,-122.306,1240,8910,1,1,"low","0"
9213,9213,8.75227375262765,-0.319932702193628,627300195,"3/3/2015",750000,5,2.5,3240,9960,1,0,1,3,8,2020,1220,1958,0,98008,47.5858,-122.112,2730,10400,2,3,"med","1"
9214,9214,10.38015257618,-14.4274470612136,2140900100,"2/3/2015",289000,4,2.5,1961,3207,2,0,0,3,7,1961,0,2006,0,98042,47.3507,-122.16,1961,3401,3,5,"low","0"
9215,9215,0.500808802941417,14.7980014557082,446000150,"4/15/2015",480000,3,1,1100,5700,1,0,0,3,7,1100,0,1950,0,98115,47.6883,-122.282,1560,6588,1,1,"low","0"
9216,9216,1.96830033660354,-1.65744565717276,7436500120,"2/19/2015",529000,3,1.75,1500,7367,1,0,0,3,8,1500,0,1974,0,98033,47.6722,-122.167,1920,7579,2,3,"med","0"
9217,9217,-8.36572428380033,15.4424564755162,6917700195,"7/28/2014",585000,3,1.75,1480,4800,2,0,0,4,7,1140,340,1944,0,98199,47.6567,-122.397,1810,4800,1,1,"low","0"
9219,9219,-8.40938130783428,24.0910980787739,925049278,"3/4/2015",607000,4,2,1490,4054,1.5,0,0,5,7,1490,0,1926,0,98115,47.6744,-122.301,1510,3889,1,1,"low","0"
9220,9220,0.818364234252778,-20.4716465131322,7558750120,"3/10/2015",580000,3,2.25,2190,8188,2,0,0,3,8,1810,380,1978,0,98052,47.6883,-122.113,2190,8374,3,4,"med","0"
9223,9223,4.73238226324628,7.34231574324352,114100763,"7/28/2014",230000,3,0.75,1040,15000,1,0,0,3,6,1040,0,1941,0,98028,47.7639,-122.234,1410,19000,1,3,"med","0"
9224,9224,-0.240462268059495,-22.3722579476063,7214700580,"6/8/2014",510000,4,2.25,2450,62290,2,0,0,3,8,2450,0,1976,0,98077,47.7603,-122.074,2450,41181,3,4,"med","0"
9225,9225,-8.93384737274668,13.2559830402059,4237901075,"3/5/2015",733000,4,2.5,2210,5002,1,0,0,3,7,1370,840,1977,0,98199,47.6637,-122.401,1970,4920,1,1,"low","1"
9226,9226,20.0714118746043,2.37130570280995,302000375,"8/14/2014",169100,3,2,1050,18304,1,0,0,4,7,1050,0,1953,0,98001,47.3206,-122.269,1690,15675,2,9,"low","0"
9228,9228,1.1795591908448,-23.6678034535515,6843300090,"11/3/2014",5e+05,4,2.25,2730,35100,2,0,0,3,8,2730,0,1977,0,98075,47.5913,-122.012,2730,36677,3,4,"med","0"
9229,9229,-14.1917458628103,12.9745246876518,3524039144,"10/7/2014",7e+05,2,1,1620,9855,1,0,4,3,8,1320,300,1948,0,98136,47.5264,-122.384,1820,7700,1,6,"med","1"
9231,9231,10.0643451985839,-25.0467700064843,3022079080,"7/15/2014",650000,4,2.5,3420,222156,2,0,0,3,9,3420,0,2002,0,98010,47.3608,-121.97,3340,222156,3,5,"low","1"
9235,9235,0.79863678023876,-20.8945650476038,8682262240,"3/30/2015",505000,2,2.5,1900,5065,2,0,0,3,8,1900,0,2005,0,98053,47.7175,-122.034,1350,4664,3,4,"med","0"
9236,9236,6.88274572905024,-4.97296763465737,9541600490,"5/5/2015",931088,4,2.5,3510,17400,1,0,0,4,9,1930,1580,1957,0,98005,47.5963,-122.171,2730,12120,2,3,"med","1"
9237,9237,8.73101928507124,3.83902896352624,686200490,"9/26/2014",570000,4,1.75,1860,7700,1,0,0,4,8,1860,0,1964,0,98008,47.626,-122.112,1860,7700,2,3,"med","0"
9238,9238,1.07843584734172,24.1816109647091,8121101380,"8/13/2014",475000,3,1,1380,4635,1,0,0,4,6,1380,0,1919,0,98144,47.57,-122.285,1790,4635,1,1,"low","0"
9239,9239,-8.57615133071669,6.42239340325785,9198600035,"8/5/2014",240000,6,1.75,2210,8594,1,0,0,3,7,1310,900,1959,0,98188,47.4594,-122.273,1850,8594,1,6,"med","0"
9240,9240,12.4521055894208,-0.892969507555582,322069141,"1/14/2015",462000,4,2.5,2640,47480,1,0,0,4,8,1590,1050,1979,0,98038,47.4258,-122.021,2390,67415,2,3,"med","0"
9241,9241,-16.3808985199288,16.6109225471252,2523039054,"2/10/2015",1120000,3,2.5,4530,22873,2,0,2,5,8,3220,1310,1912,0,98166,47.4567,-122.369,3100,18210,3,6,"med","1"
9242,9242,4.61970279967198,12.7672087260226,1446401540,"9/16/2014",243000,3,1,1500,6600,1,0,0,2,6,1500,0,1970,0,98168,47.4845,-122.33,1730,6600,1,1,"low","0"
9243,9243,5.82087561325898,-4.21748194620823,9541600015,"2/11/2015",660000,4,2.25,2010,15375,1,0,0,4,8,2010,0,1957,0,98005,47.5956,-122.174,1930,15375,2,3,"med","1"
9244,9244,-20.1252138860896,5.65859874133289,7352200025,"10/13/2014",1190000,2,1.75,2080,8112,1,1,4,4,8,1040,1040,1939,1984,98125,47.7134,-122.277,2030,8408,1,2,"top","1"
9245,9245,-9.31911998604255,-17.1210554339008,853600150,"5/24/2014",1680000,4,4.25,5584,68257,2,0,0,3,11,5584,0,1998,0,98014,47.6113,-121.952,5030,101901,3,8,"top","1"
9246,9246,-8.41162003618147,-24.2618791906041,9208900037,"9/19/2014",6890000,6,7.75,9890,31374,2,0,4,3,13,8860,1030,2001,0,98039,47.6305,-122.24,4540,42730,3,8,"top","1"
9248,9248,-0.62672971046391,-27.8077334093661,8562750220,"11/20/2014",811500,5,4.25,3970,4500,2,0,0,3,9,2860,1110,2004,0,98027,47.5402,-122.069,3480,4500,3,4,"med","1"
9249,9249,-3.14361657018955,15.1914130073429,3995700325,"6/4/2014",275000,2,1,770,8149,1,0,0,5,6,770,0,1948,0,98155,47.7406,-122.302,770,8150,1,1,"low","0"
9251,9251,14.0644850801406,-6.8619450450625,822039146,"2/19/2015",485000,3,2,2410,50654,1.5,0,0,3,7,2410,0,1995,0,98070,47.4154,-122.458,1900,36300,3,9,"low","0"
9252,9252,6.50858884422018,2.18173770117881,1925069183,"8/15/2014",425000,3,2.5,1340,10018,1,0,0,4,7,1340,0,1976,0,98052,47.6366,-122.094,2520,13068,2,3,"med","0"
9253,9253,7.03393091397229,-2.37051100093582,6205500580,"12/10/2014",530000,3,2.5,2640,13775,1,0,0,3,8,1550,1090,1978,0,98005,47.5875,-122.177,2120,12432,2,3,"med","0"
9254,9254,-12.8005635670958,11.805884707769,8835400805,"5/22/2014",657000,4,1.75,2740,8520,1,0,2,3,8,1370,1370,1954,0,98118,47.5445,-122.263,2740,9286,1,6,"med","1"
9255,9255,2.61031561910818,4.20245671335538,1518000230,"12/31/2014",315000,4,2.75,1580,3770,1,0,0,3,7,1080,500,2002,0,98019,47.7368,-121.968,1740,3800,2,3,"med","0"
9257,9257,11.0774190217164,0.183842789676742,2141300620,"9/15/2014",550000,3,2.75,1960,13252,1,0,0,5,8,1240,720,1975,0,98006,47.5582,-122.139,2040,9866,2,3,"med","0"
9258,9258,-18.1053286589303,-4.84291713795784,3278602170,"12/15/2014",347000,2,2.25,1560,1705,2,0,0,3,8,1270,290,2006,0,98126,47.5482,-122.374,1560,1758,3,7,"med","0"
9259,9259,5.35024124043619,1.46673861143398,3876310300,"6/6/2014",525000,5,2.75,2440,8000,1,0,0,4,7,1240,1200,1972,0,98034,47.7283,-122.17,1780,8391,2,3,"med","0"
9260,9260,-18.4437723823337,-10.6318116201575,8141200027,"9/25/2014",490000,3,1.5,990,1343,2,0,0,3,8,840,150,2007,0,98112,47.6236,-122.306,1350,2521,3,7,"med","0"
9261,9261,-16.1832223878632,-6.77787223238082,3034200543,"12/29/2014",5e+05,3,2.25,2210,7916,2,0,0,3,8,2210,0,1978,0,98133,47.7175,-122.339,1450,7955,3,7,"med","0"
9262,9262,6.06150829431691,-23.8035685934604,7787050180,"1/28/2015",585000,3,2.75,3080,7282,2,0,0,3,9,3080,0,2008,0,98059,47.4826,-122.149,3080,7274,3,4,"med","0"
9263,9263,-4.81179350456334,-0.498473233298271,3760500475,"11/6/2014",926500,4,2.75,2900,17802,1,0,2,3,9,1750,1150,1981,0,98034,47.7004,-122.229,2900,15720,3,3,"med","1"
9264,9264,-0.237897861903212,22.0231971879541,9301301145,"10/24/2014",465000,1,1,1020,3200,1,0,0,3,7,1020,0,1927,0,98109,47.6361,-122.343,1670,3480,1,1,"low","0"
9265,9265,23.858460139673,-4.20892724562859,5615100330,"3/27/2015",2e+05,4,2,1900,8160,1,0,0,3,7,1900,0,1975,0,98022,47.2114,-121.986,1280,6532,2,9,"low","0"
9266,9266,-9.16234701892187,-23.4782613300298,4139500410,"1/26/2015",1680000,6,4.75,5770,16747,2,0,3,3,12,4500,1270,1998,0,98006,47.5512,-122.11,4470,14571,3,8,"top","1"
9267,9267,11.1343176402549,10.8227548322356,722039087,"9/23/2014",220500,2,1,990,57499,1,0,0,2,6,990,0,1949,0,98070,47.4145,-122.463,2090,27442,2,9,"low","0"
9269,9269,-21.6007072551373,-12.8869198279525,8129700644,"7/3/2014",715000,3,4,2080,2250,3,0,4,3,8,2080,0,1997,0,98103,47.6598,-122.355,2080,2250,3,7,"med","1"
9270,9270,-21.5852417711885,-12.8926061846615,8129700644,"4/24/2015",780000,3,4,2080,2250,3,0,4,3,8,2080,0,1997,0,98103,47.6598,-122.355,2080,2250,3,7,"med","1"
9271,9271,-0.614446054630293,17.58725204269,4443800385,"8/18/2014",410000,2,1,1480,4080,1,0,0,3,7,1050,430,1949,0,98117,47.6842,-122.393,1310,4080,1,1,"low","0"
9272,9272,-0.193932684451513,16.7711009129473,4443800385,"5/6/2015",778100,2,1,1480,4080,1,0,0,3,7,1050,430,1949,0,98117,47.6842,-122.393,1310,4080,1,1,"low","1"
9273,9273,-4.45300199565773,17.9085369164298,7405700015,"3/30/2015",406000,3,1,1090,11292,1,0,0,4,7,1090,0,1952,0,98133,47.7429,-122.358,1570,8198,1,1,"low","0"
9274,9274,-1.04134726827425,9.30328628216067,2780400035,"5/5/2014",665000,4,2.5,2800,5900,1,0,0,3,8,1660,1140,1963,0,98115,47.6809,-122.286,2580,5900,1,6,"med","1"
9276,9276,11.7351638376001,-19.9843696093622,7437101030,"8/22/2014",265000,3,2.5,1640,7668,2,0,0,3,7,1640,0,1991,0,98038,47.3505,-122.027,1850,7200,3,5,"low","0"
9277,9277,-8.17622389688539,20.9509220372299,3856904610,"10/2/2014",485000,4,1,1620,4080,1.5,0,0,3,7,1620,0,1923,0,98105,47.6696,-122.324,1760,4080,1,1,"low","0"
9278,9278,11.8814744807562,-1.40768041266779,1423069095,"5/7/2014",6e+05,3,2.5,2460,108900,1,0,0,4,9,1860,600,1977,0,98027,47.4824,-122,2870,102366,2,3,"med","0"
9281,9281,-4.75802842069145,13.7704214852445,6046401030,"5/28/2014",432500,3,1.75,1980,5100,1,0,0,3,7,1270,710,1965,0,98103,47.6911,-122.347,1400,5100,1,1,"low","0"
9283,9283,11.9308398183475,-11.2657057464388,2215900180,"7/11/2014",270000,3,2.5,1690,7165,2,0,0,4,7,1690,0,1992,0,98038,47.3498,-122.058,1410,8590,2,5,"low","0"
9285,9285,9.68775474410839,-13.9260181324986,722059233,"12/15/2014",327500,3,2.5,2090,12027,2,0,0,3,8,2090,0,1991,0,98031,47.4084,-122.213,2090,12666,3,5,"low","0"
9286,9286,-0.0857659923469953,18.1362901808254,1257201095,"3/23/2015",826000,2,1,1060,6120,1,0,0,3,7,1060,0,1908,0,98103,47.6739,-122.329,1730,4080,1,1,"low","1"
9287,9287,-30.2214699366484,6.44453067435473,4391600035,"7/1/2014",510000,3,1.75,1750,7020,2,0,0,3,7,1750,0,1934,1978,98010,47.3264,-122.038,1170,9546,2,2,"top","0"
9288,9288,0.731320605169271,15.5478746585327,625049310,"3/11/2015",587750,2,1,890,4730,1,0,0,3,7,890,0,1941,0,98103,47.6876,-122.341,1330,5904,1,1,"low","0"
9289,9289,9.16545841103808,-0.189036520204841,424059100,"3/27/2015",449228,5,2.5,3020,24750,1,0,0,3,8,1650,1370,1965,0,98005,47.5897,-122.179,2930,16062,2,3,"med","0"
9291,9291,9.63470984330681,-25.2338674132853,2723069146,"4/24/2015",660000,4,2.5,3170,186436,2,0,0,3,9,3170,0,2000,0,98038,47.4475,-122.034,3250,215186,3,5,"low","1"
9293,9293,-26.2708703843509,10.0927085088433,579002870,"5/6/2014",612500,4,2,2060,5000,1,0,0,3,7,1030,1030,1949,2013,98117,47.6992,-122.379,1280,5000,1,2,"top","0"
9295,9295,-6.86834164545727,27.0344711966833,6788200360,"9/3/2014",727000,3,2.25,2180,4200,1.5,0,0,5,8,1520,660,1939,0,98112,47.6412,-122.302,1850,4200,1,1,"low","1"
9297,9297,-1.89393710616937,-24.7713194583871,7701960720,"10/17/2014",1080000,4,2.5,4200,35267,2,0,0,3,11,4200,0,1990,0,98077,47.7108,-122.071,3540,22234,3,4,"med","1"
9298,9298,1.90633746842828,-0.991478145270323,9477201530,"4/23/2015",439000,3,2.25,1480,7565,1,0,0,3,7,1220,260,1977,0,98034,47.7288,-122.191,1660,7565,1,3,"med","0"
9301,9301,13.5763689657492,-4.83314806394862,1023089019,"7/30/2014",452000,5,1.75,1830,47916,1.5,0,0,3,6,1830,0,1948,0,98045,47.4881,-121.777,2010,13135,2,9,"low","0"
9303,9303,19.6951197788985,0.0224545328771737,1502400300,"9/16/2014",235000,3,1.75,1380,8362,1,0,0,3,7,1380,0,1967,0,98003,47.3121,-122.323,1380,8800,2,9,"low","0"
9304,9304,-30.3207913700552,6.15933129323347,4045700115,"10/28/2014",370000,3,1.75,1620,37913,2,0,0,4,7,1620,0,1953,1975,98001,47.2875,-122.289,2190,21518,2,2,"top","0"
9305,9305,-0.681282653896591,-24.0846463343211,7504010590,"11/14/2014",790000,4,3,3180,12070,2,0,0,4,9,3180,0,1976,0,98074,47.6371,-122.058,3110,12600,3,4,"med","1"
9306,9306,9.01259829878928,3.1150428423222,4389200610,"12/1/2014",903000,2,1.5,1140,7800,1,0,0,4,6,1140,0,1947,0,98004,47.6142,-122.209,2020,7800,2,3,"med","1"
9307,9307,20.0193882036898,3.1133112924146,1321039076,"6/27/2014",209950,3,1,970,9583,1,0,0,4,6,970,0,1967,0,98023,47.3044,-122.366,970,7875,2,9,"low","0"
9308,9308,11.2683921867992,-16.5264128987076,4123800180,"8/27/2014",309000,3,2.5,1780,7859,2,0,0,3,7,1780,0,1988,0,98038,47.3772,-122.045,1670,6618,3,5,"low","0"
9309,9309,-5.73990700901383,15.2433300353226,6415100410,"6/9/2014",440000,3,1.75,2240,8153,1,0,0,3,7,1120,1120,1948,0,98125,47.7303,-122.329,1710,8100,1,1,"low","0"
9311,9311,-3.49058072082717,21.0102230398741,3856901880,"8/15/2014",514000,2,1,920,4000,1,0,0,4,7,920,0,1906,0,98105,47.6711,-122.328,1300,4000,1,1,"low","0"
9313,9313,23.8433474867504,-4.08848518467621,9183701345,"11/3/2014",290000,2,1.75,1560,7575,1,0,0,3,8,1560,0,2002,0,98030,47.3776,-122.228,2050,9000,2,9,"low","0"
9317,9317,-10.9655297707249,-22.0418536338969,2125059161,"10/23/2014",960000,4,2.5,3430,43560,1.5,0,2,5,10,3430,0,1979,0,98005,47.6426,-122.18,3700,44431,3,8,"top","1"
9318,9318,-2.07435365645768,-16.0609477557063,2597520720,"11/3/2014",720000,5,2.5,2900,9525,2,0,0,3,9,2900,0,1989,0,98006,47.5442,-122.138,2910,11854,3,8,"top","1"
9319,9319,19.0239170715947,-2.3836041668766,109200730,"5/6/2014",218000,3,1.75,1850,7684,1,0,0,3,8,1320,530,1979,0,98023,47.2975,-122.37,1940,7630,2,9,"low","0"
9320,9320,9.94581452106429,-14.7110884525726,2621750110,"12/23/2014",334950,4,2.5,2190,7000,2,0,0,3,8,2190,0,1997,0,98042,47.3718,-122.109,2040,7700,3,5,"low","0"
9321,9321,-0.110717578876785,-23.620325420154,8644400040,"7/29/2014",605000,4,2.25,2510,31584,2,0,0,4,9,2510,0,1979,0,98074,47.6153,-122.054,2510,39221,3,4,"med","0"
9322,9322,-13.334388681021,-7.40727136567561,4237901345,"12/17/2014",825000,4,3.25,3200,4477,2,0,0,3,9,2390,810,2006,0,98199,47.664,-122.402,1830,4920,3,7,"med","1"
9323,9323,25.9793882736943,-0.265745050983334,8731982250,"8/12/2014",268500,4,1.75,1670,8000,1,0,0,4,8,1670,0,1974,0,98023,47.3193,-122.383,1720,8000,2,9,"low","0"
9328,9328,0.998738184889456,-12.4622545737545,3905081530,"10/7/2014",571500,4,2.75,2180,5799,2,0,0,4,8,2180,0,1993,0,98029,47.5702,-121.995,2060,6061,3,8,"top","0"
9331,9331,5.92539820459896,19.1866179958559,4364200015,"1/9/2015",335000,2,1.5,1170,5248,1,0,0,5,6,1170,0,1941,0,98126,47.5318,-122.374,1170,5120,1,1,"low","0"
9332,9332,-3.93906002163659,21.2718119550494,2979800845,"5/24/2014",501000,2,1,1010,4320,1,0,0,5,7,1010,0,1924,0,98115,47.6846,-122.317,1680,4320,1,1,"low","0"
9333,9333,21.6138910280083,-5.03388465687908,7230900120,"10/27/2014",339950,3,2.5,2140,7641,1,0,0,3,8,1290,850,1979,0,98056,47.5053,-122.186,2090,8000,3,9,"low","0"
9334,9334,-8.38626770139205,6.8647455785605,5018200155,"1/21/2015",340000,3,1.75,2230,10403,1,0,0,3,8,1630,600,1968,0,98198,47.4092,-122.295,1730,9450,1,6,"med","0"
9335,9335,9.07839111374041,6.57479994244981,6743700317,"2/4/2015",582500,2,1,1140,23779,1.5,0,0,3,6,1140,0,1966,0,98033,47.6948,-122.172,2940,8417,1,3,"med","0"
9340,9340,-5.98802739230859,-26.451387159342,7972601445,"1/16/2015",465000,4,2.25,2550,7650,2,0,2,4,9,2550,0,1996,0,98106,47.5296,-122.342,2550,7650,3,8,"top","0"
9342,9342,14.9749149590482,-19.7507565943201,7212650650,"5/8/2014",295000,3,2.5,1920,7229,2,0,0,3,8,1920,0,1993,0,98003,47.2659,-122.31,2310,8009,3,5,"low","0"
9343,9343,20.261208298246,-1.99797044679846,2413300730,"9/24/2014",263500,4,1.75,2210,6375,1,0,0,3,8,1640,570,1977,0,98003,47.3268,-122.328,2070,7210,2,9,"low","0"
9346,9346,-23.8000968479647,9.93247313385201,5700000120,"7/22/2014",780000,4,1,3390,4500,1.5,0,0,3,8,2190,1200,1924,2014,98144,47.5824,-122.293,2030,4872,1,2,"top","1"
9348,9348,-27.0385519350923,10.6011004093297,66000265,"8/7/2014",370000,2,1,820,6550,1,0,0,3,7,820,0,1949,2012,98126,47.5478,-122.381,1640,6550,1,2,"top","0"
9349,9349,9.1793541428204,-2.17690608343829,4045800040,"7/25/2014",715000,4,2.5,2370,10000,1,0,0,5,8,1660,710,1974,0,98052,47.6383,-122.099,2480,9875,2,3,"med","1"
9351,9351,14.0311220148441,-2.72305090269021,2473411240,"3/24/2015",329950,4,1.75,1740,7208,1.5,0,0,3,8,1740,0,1976,0,98058,47.4483,-122.13,1680,7350,2,9,"low","0"
9352,9352,-17.8803868116761,-6.44094066826734,2877100985,"6/23/2014",490000,3,2.25,1470,2500,2,0,0,3,8,1080,390,1984,0,98117,47.6762,-122.36,1640,4300,3,7,"med","0"
9353,9353,-24.1087584115862,-9.5416307881903,4310701575,"6/10/2014",429000,3,3.25,1410,1246,3,0,0,3,8,1410,0,2005,0,98103,47.6981,-122.34,1410,1253,3,7,"med","0"
9354,9354,3.36581576758252,-19.6154554081814,7715801030,"3/31/2015",510000,4,2.5,1620,8125,2,0,0,4,7,1620,0,1983,0,98074,47.6255,-122.059,1480,8120,3,4,"med","0"
9356,9356,-3.26610183263151,18.3907824217085,8820903555,"1/5/2015",467500,3,1,1830,6453,1,0,0,4,7,1830,0,1956,0,98125,47.7139,-122.288,1670,8012,1,1,"low","0"
9357,9357,-7.34566109299235,26.6186584376317,5708500315,"6/23/2014",615000,5,2,2130,4180,1.5,0,0,5,7,1270,860,1926,0,98116,47.575,-122.388,1710,4180,1,1,"low","0"
9358,9358,7.78356440606718,6.50272661760206,526059103,"10/13/2014",325000,2,1,990,15120,1,0,0,4,6,990,0,1953,0,98011,47.7669,-122.206,1300,11500,2,3,"med","0"
9359,9359,-28.3261133408189,7.82486316733558,1352300315,"8/8/2014",219950,2,1,1010,4120,2,0,0,3,6,1010,0,1907,1953,98055,47.488,-122.2,1200,4120,3,2,"top","0"
9362,9362,-8.6423575611437,8.48603420538566,6123600090,"5/19/2014",251200,4,1.5,1310,8250,1,0,0,3,7,1060,250,1953,0,98148,47.425,-122.332,1260,8255,1,6,"med","0"
9364,9364,22.6210750240877,0.596648189191461,6386700110,"8/5/2014",245000,3,2,1850,8208,1,0,0,4,7,1180,670,1970,0,98023,47.3109,-122.362,1790,8174,2,9,"low","0"
9366,9366,-2.10842237849174,25.3161806231739,7549801395,"11/13/2014",349950,4,1.5,1420,6720,1.5,0,0,3,7,1420,0,1925,0,98108,47.5518,-122.311,1560,5600,1,1,"low","0"
9367,9367,-8.94020140241013,-16.7765266880919,226059096,"11/18/2014",1570000,5,4.5,5220,67319,2,0,0,3,11,5220,0,2001,0,98072,47.7666,-122.128,4190,40609,3,8,"top","1"
9369,9369,-25.0450557107795,-8.22591927569451,2767603608,"10/2/2014",405000,2,1.5,1170,1274,3,0,0,3,8,1170,0,2001,0,98107,47.6719,-122.381,1290,1308,3,7,"med","0"
9370,9370,-5.11233463719477,-9.29556029189633,425059103,"12/2/2014",625000,3,2.5,1860,10027,2,0,0,3,8,1860,0,1993,0,98033,47.6775,-122.165,1530,9204,3,8,"top","0"
9371,9371,10.6225300472039,8.00665842848,1624079057,"7/17/2014",430000,4,1,1620,37075,1.5,0,0,3,7,1620,0,1943,0,98024,47.5654,-121.929,2190,87117,2,9,"low","0"
9373,9373,0.0451972901269816,-20.6440233104826,7732650120,"7/28/2014",1050000,4,2.5,2750,9949,2,0,0,3,10,2750,0,1999,0,98007,47.6595,-122.147,2750,9860,3,4,"med","1"
9375,9375,18.2351305520024,5.34353310030749,5469300330,"9/5/2014",275000,4,1.75,2000,8700,1,0,0,5,7,1010,990,1975,0,98042,47.374,-122.141,1490,7350,2,9,"low","0"
9376,9376,-2.43565255128387,21.0651497570946,3678900110,"6/10/2014",403000,2,1,1100,3598,1,0,0,4,7,1100,0,1926,0,98144,47.5738,-122.313,1240,3598,1,1,"low","0"
9377,9377,12.8026818131966,3.7198208223954,3388300730,"9/10/2014",550388,3,3,1720,70567,1,0,2,5,7,1720,0,1966,0,98027,47.4936,-122.069,2740,70567,2,9,"low","0"
9379,9379,-4.9123709160823,20.1503260343685,4083302485,"4/20/2015",913000,3,1.75,2170,4000,1,0,0,4,7,1110,1060,1925,0,98103,47.6546,-122.337,1890,4000,1,1,"low","1"
9380,9380,0.879629706814909,21.3855074015483,7857000716,"3/13/2015",334998,2,1,1800,5182,1,0,0,3,6,900,900,1942,0,98108,47.5508,-122.3,1570,5876,1,1,"low","0"
9383,9383,-1.58277873451261,15.4223450706671,4077800518,"6/11/2014",371000,3,1,890,7200,1,0,0,3,7,890,0,1951,0,98125,47.71,-122.286,1630,7455,1,1,"low","0"
9384,9384,15.3996662346929,2.03738251710226,2212200100,"10/22/2014",229950,4,2.5,2150,7670,1,0,0,5,7,1240,910,1976,0,98031,47.3942,-122.189,1610,7350,2,9,"low","0"
9386,9386,-24.312838022636,9.27816939800265,5100403876,"8/20/2014",840000,3,2.5,2060,9715,2,0,0,3,8,2060,0,1924,2006,98115,47.6961,-122.316,1240,7072,1,2,"top","1"
